ID,FECHA,TMP_(°C)
1118,16/02/2023,26.4
1119,16/02/2023,27.5
1120,16/02/2023,27.6
1121,16/02/2023,27.1
1122,16/02/2023,24.9
1123,16/02/2023,22.7
1124,16/02/2023,20.6
1125,16/02/2023,19.4
1126,16/02/2023,17.6
1127,16/02/2023,15
1128,16/02/2023,13.4
1129,17/02/2023,12.3
1130,17/02/2023,11.3
1131,17/02/2023,10.6
1132,17/02/2023,9.2
1133,17/02/2023,8.3
1134,17/02/2023,7.4
1135,17/02/2023,6.7
1136,17/02/2023,7
1137,17/02/2023,10.4
1138,17/02/2023,13.1
1139,17/02/2023,15.6
1140,17/02/2023,18.2
1141,17/02/2023,20.5
1142,17/02/2023,22.6
1143,17/02/2023,24
1144,17/02/2023,24.3
1145,17/02/2023,23.9
1146,17/02/2023,22.9
1147,17/02/2023,20.8
1148,17/02/2023,18.3
